,frequency,number_of_skips,skip_variance,skip_average,word_1_frequency,word_2_frequency,symmetric,chi,pmi,fisher,ll,label
392092,1061,18,1.8465490117000585,1.8784165881244108,12947465.0,14485.0,True,1579.3654653788215,1.6483440989609548,0.9999990893923028,1017.0011534696814,0.0
136212,778,28,6.095072726191338,6.322622107969153,2944808.0,25990.0,True,2980.228816928391,2.4937887331215483,1.0,1426.0047837438544,1.0
55747,205,17,4.2543248066627015,4.639024390243902,82372.0,645855.0,False,123.88030111095742,1.0943364687184527,1.0,93.18681778839044,0.0
454682,297,20,4.597354011495427,4.929292929292928,605304.0,101004.0,True,316.18747207834014,1.4285394038257664,1.0,215.249955936196,1.0
270827,1682,18,1.2933812727897391,1.307372175980975,155316.0,772551.0,True,9933.820639195148,2.9574179528263755,1.0,3981.7234054424616,1.0
353545,170,15,2.821107266435985,3.094117647058824,20983938.0,708.0,False,794.7819057770345,2.6645768167173216,1.0,374.0479199068411,0.0
362047,188,16,2.618153010411952,2.8617021276595747,2592.0,12947465.0,True,274.54172508675913,1.6341460709969624,1.0,177.5559631909184,0.0
242941,266,21,6.1738227146814415,6.703007518796992,3727.0,15398034.0,True,262.02146984737794,1.3608140511696831,0.9999994317871368,184.3412912259074,1.0
317713,26458,44,1.1144788436672448,1.1163353239095926,574499.0,5848208.0,True,69400.34292633414,2.125481885594525,1.0,37983.3142386444,1.0
336218,353,25,7.617684115914577,8.19830028328612,4056.0,5194216.0,True,2634.063886257908,3.214781402565876,0.9999991987420952,968.6174658301313,0.0
190858,219,20,6.1159275244469455,6.730593607305937,13458.0,2602765.0,True,385.7223332908183,1.7925705707088184,1.0,234.48178886024917,0.0
518154,1770,27,5.147939289476201,5.227683615819209,605304.0,149873.0,True,15780.665592048392,3.434425854744461,1.0,5236.204720063228,1.0
300576,590,24,5.707153116920428,5.9491525423728815,6649.0,20983938.0,True,472.1350300431456,1.2284409125720115,1.0,346.5661424972496,0.0
377444,789,22,2.488815638347944,2.5602027883396703,133944.0,2944808.0,True,8.407106828629855,0.1484424597368772,0.9979748272605544,8.120475531482697,1.0
438215,2335,34,5.199825942619752,5.276659528907923,5848208.0,17399.0,True,25473.65284199105,3.6685004167459434,1.0,7853.805562766953,0.0
290485,192,13,1.8208821614583333,1.953125,2174481.0,9664.0,False,628.4299713226858,2.339891634026415,0.9999981003634582,317.14550523868905,0.0
397652,2980,33,5.535663596234398,5.597651006711409,1270276.0,515834.0,True,2740.91867320486,1.3334122548754692,1.0,1922.4716708000565,1.0
25342,808,23,5.023603690814629,5.170792079207921,286043.0,320553.0,True,2497.515765404672,2.287709128719257,1.0,1280.2149917557726,0.0
487849,22426,46,6.974294259056396,6.988629269597786,5194216.0,1098371.0,True,14453.522768056091,1.1230496544568778,1.0,10819.483838574524,0.0
360880,174,12,3.34423305588585,3.5919540229885056,50258.0,934470.0,True,94.12987025249994,1.037662577230435,1.0,71.98375512332717,0.0
68616,863,24,5.718234781522867,5.88180764774044,14652.0,8343804.0,True,1898.865175652771,1.9677064704465648,1.0,1098.4537054532634,1.0
272775,4693,32,4.187318532404902,4.21606648199446,1354623.0,803404.0,True,3806.316718763623,1.25664220546048,0.99999931485048,2732.587364850775,1.0
277835,1312,22,2.0316624683967888,2.0663109756097557,3220610.0,88895.0,True,1231.5501304888212,1.344408357337194,1.0,861.9823219136049,0.0
8571,137,14,3.1521658053172783,3.510948905109489,298064.0,47614.0,False,484.71567221765883,2.419244802742164,0.9999991826442228,236.99657625238328,0.0
153704,523,23,5.313878967129631,5.558317399617591,5848208.0,8872.0,True,1989.7812137613907,2.4816338379668395,1.0,961.924767693953,1.0
427972,104,11,2.41614275147929,2.7019230769230766,20983938.0,536.0,False,358.73260802925864,2.3571419583459416,1.0,186.8237179190969,0.0
235169,131,14,5.3451430569314144,5.984732824427482,4462.0,8343804.0,True,61.526948126164996,0.9632479102694872,1.0,48.24175221750352,1.0
130921,123,20,6.406437966818695,7.6504065040650415,3103.0,5194216.0,False,306.0713212540517,2.0801654901085627,0.9999999478068684,169.77416408768278,0.0
268151,273,17,3.3078130660548224,3.527472527472528,213639.0,137764.0,True,910.8237341139284,2.3616757632561804,0.9999981423058836,454.60624577378644,0.0
294207,327,21,6.315798333473612,6.749235474006117,20504.0,213639.0,False,12885.22156147169,5.370287096318806,1.0,1801.7310796067886,0.0
134105,2147,29,5.3262339604074915,5.399161620866325,125362.0,2944808.0,True,3309.3664411455266,1.6881973013451768,1.0,2081.599460613331,1.0
324488,340,18,4.39546712802768,4.641176470588237,15398034.0,1801.0,True,1727.8336258364664,2.7641391896287715,1.0,773.8613426406689,1.0
476753,101,8,1.950985197529654,2.118811881188119,20983938.0,661.0,False,239.62163637986384,2.012496451906721,1.0,139.30501585592881,0.0
439435,102,10,2.679354094579008,2.9705882352941178,410405.0,10975.0,True,1084.8420574038091,3.6493767856430495,1.0,329.1142199452476,0.0
223570,102,20,5.304306036139944,6.598039215686273,1021.0,5848208.0,False,780.4892700997302,3.2426685429753093,1.0,284.5708220470933,1.0
354081,287,21,5.092716920200559,5.494773519163762,2944808.0,6711.0,True,1780.6000373534748,3.0084262863903253,1.0,703.8897630021647,1.0
470291,417,17,2.670669220019668,2.784172661870504,5496740.0,26461.0,True,91.85605584601316,0.6677523449006486,1.0,77.92666247475961,0.0
451252,390,17,3.376863905325444,3.5307692307692307,20983938.0,2959.0,True,716.5290058660016,1.7992277632183118,0.999999294999768,444.9449028897772,0.0
356156,1524,24,2.756422179511025,2.8005249343832017,20983938.0,22873.0,True,519.2095805888183,0.8150806379956634,1.0,426.32546888634783,0.0
464780,658,22,4.7241248695041635,4.887537993920971,5021.0,5848208.0,True,6980.839836781252,3.634195115948984,1.0,2181.962302728166,1.0
240194,214,16,3.6058171019303016,3.8971962616822435,385971.0,415263.0,True,19.609775732350187,-0.4347582050671974,2.0952405418366973e-06,21.570803099340853,0.0
435936,19913,41,6.224389769983434,6.237231959021745,671153.0,2944808.0,True,75401.4721276457,2.4809722045706413,1.0,36290.757022237136,1.0
483038,120,22,4.348750000000001,5.325,2174481.0,24957.0,True,4.9887052930240285,0.2930675657570561,0.9868048320412957,4.652713979948203,0.0
144124,182,18,3.1736505252988763,3.521978021978022,572.0,5848208.0,False,5183.471109853437,4.913933655301918,1.0,949.3604358942093,1.0
254291,136,15,2.9111699826989628,3.272058823529412,50949.0,430861.0,False,234.688989449948,1.7794071852480258,1.0,142.92097752835986,0.0
259882,565,21,4.834608818231653,5.021238938053098,15398034.0,4408.0,True,1644.2264000674038,2.2055292681287284,1.0,889.8482379909133,1.0
